Gm,Tm,H_A,Opp,Result,R,RA,Inn,GB,D/N,Orig_Scheduled,Year,home_team,away_team,home_score,away_score,month,day,date
78,NYY,H,TEX,W-wo,2,1,NA,8.0,D,NA,2016,NYY,TEX,2,1,6,30,2016-06-30
79,NYY,A,SDP,L,6,7,NA,8.0,N,NA,2016,SDP,NYY,7,6,7,1,2016-07-01
80,NYY,A,SDP,L-wo,1,2,NA,8.0,N,NA,2016,SDP,NYY,2,1,7,2,2016-07-02
81,NYY,A,SDP,W,6,3,NA,7.0,D,NA,2016,SDP,NYY,3,6,7,3,2016-07-03
82,NYY,A,CHW,L,2,8,NA,7.0,D,NA,2016,CHW,NYY,8,2,7,4,2016-07-04
83,NYY,A,CHW,W,9,0,NA,7.0,N,NA,2016,CHW,NYY,0,9,7,5,2016-07-05
84,NYY,A,CHW,L,0,5,NA,8.0,N,NA,2016,CHW,NYY,5,0,7,6,2016-07-06
85,NYY,A,CLE,W,5,4,NA,7.5,N,NA,2016,CLE,NYY,4,5,7,7,2016-07-07
86,NYY,A,CLE,L,2,10,NA,7.5,N,NA,2016,CLE,NYY,10,2,7,8,2016-07-08
87,NYY,A,CLE,W,7,6,11,7.5,D,NA,2016,CLE,NYY,6,7,7,9,2016-07-09
88,NYY,A,CLE,W,11,7,NA,7.5,D,NA,2016,CLE,NYY,7,11,7,10,2016-07-10
89,NYY,H,BOS,L,3,5,NA,8.5,N,NA,2016,NYY,BOS,3,5,7,15,2016-07-15
90,NYY,H,BOS,L,2,5,NA,9.5,D,NA,2016,NYY,BOS,2,5,7,16,2016-07-16
91,NYY,H,BOS,W,3,1,NA,8.5,N,NA,2016,NYY,BOS,3,1,7,17,2016-07-17
92,NYY,H,BAL,W,2,1,NA,7.5,N,NA,2016,NYY,BAL,2,1,7,18,2016-07-18
93,NYY,H,BAL,W,7,1,NA,6.5,N,NA,2016,NYY,BAL,7,1,7,19,2016-07-19
94,NYY,H,BAL,W,5,0,NA,6.0,N,NA,2016,NYY,BAL,5,0,7,20,2016-07-20
95,NYY,H,BAL,L,1,4,NA,7.0,D,NA,2016,NYY,BAL,1,4,7,21,2016-07-21
96,NYY,H,SFG,W,3,2,NA,6.5,N,NA,2016,NYY,SFG,3,2,7,22,2016-07-22
97,NYY,H,SFG,L,1,2,12,7.5,D,NA,2016,NYY,SFG,1,2,7,23,2016-07-23
98,NYY,H,SFG,W,5,2,NA,7.5,D,NA,2016,NYY,SFG,5,2,7,24,2016-07-24
99,NYY,A,HOU,W,2,1,NA,7.5,N,NA,2016,HOU,NYY,1,2,7,25,2016-07-25
100,NYY,A,HOU,W,6,3,NA,6.5,N,NA,2016,HOU,NYY,3,6,7,26,2016-07-26
101,NYY,A,HOU,L,1,4,NA,6.5,N,NA,2016,HOU,NYY,4,1,7,27,2016-07-27
102,NYY,A,TBR,L,1,5,NA,6.0,N,NA,2016,TBR,NYY,5,1,7,29,2016-07-29
103,NYY,A,TBR,L,3,6,NA,6.5,N,NA,2016,TBR,NYY,6,3,7,30,2016-07-30
104,NYY,A,TBR,L,3,5,NA,7.0,D,NA,2016,TBR,NYY,5,3,7,31,2016-07-31
105,NYY,A,NYM,W,6,5,10,6.5,N,NA,2016,NYM,NYY,5,6,8,1,2016-08-01
106,NYY,A,NYM,L,1,7,NA,7.5,N,NA,2016,NYM,NYY,7,1,8,2,2016-08-02
107,NYY,H,NYM,W,9,5,NA,7.5,N,NA,2016,NYY,NYM,9,5,8,3,2016-08-03
108,NYY,H,NYM,L,1,4,NA,7.5,N,NA,2016,NYY,NYM,1,4,8,4,2016-08-04
109,NYY,H,CLE,W,13,7,NA,7.5,N,NA,2016,NYY,CLE,13,7,8,5,2016-08-05
110,NYY,H,CLE,L,2,5,NA,7.5,D,NA,2016,NYY,CLE,2,5,8,6,2016-08-06
111,NYY,H,CLE,W,3,2,NA,7.5,D,NA,2016,NYY,CLE,3,2,8,7,2016-08-07
112,NYY,A,BOS,L,3,5,NA,7.0,N,NA,2016,BOS,NYY,5,3,8,9,2016-08-09
113,NYY,A,BOS,W,9,4,NA,7.0,N,NA,2016,BOS,NYY,4,9,8,10,2016-08-10
114,NYY,A,BOS,W,4,2,NA,6.5,N,NA,2016,BOS,NYY,2,4,8,11,2016-08-11
115,NYY,H,TBR,W,6,3,NA,6.0,N,NA,2016,NYY,TBR,6,3,8,12,2016-08-12
116,NYY,H,TBR,W,8,4,NA,5.5,D,NA,2016,NYY,TBR,8,4,8,13,2016-08-13
117,NYY,H,TBR,L,3,12,NA,6.5,D,NA,2016,NYY,TBR,3,12,8,14,2016-08-14
118,NYY,H,TOR,W,1,0,NA,5.5,N,NA,2016,NYY,TOR,1,0,8,15,2016-08-15
119,NYY,H,TOR,L,6,12,NA,6.5,N,NA,2016,NYY,TOR,6,12,8,16,2016-08-16
120,NYY,H,TOR,L,4,7,NA,7.5,D,NA,2016,NYY,TOR,4,7,8,17,2016-08-17
121,NYY,A,LAA,W,7,0,NA,6.5,N,NA,2016,LAA,NYY,0,7,8,19,2016-08-19
122,NYY,A,LAA,W,5,1,NA,6.5,N,NA,2016,LAA,NYY,1,5,8,20,2016-08-20
123,NYY,A,LAA,L,0,2,NA,6.5,D,NA,2016,LAA,NYY,2,0,8,21,2016-08-21
124,NYY,A,SEA,L,5,7,NA,7.0,N,NA,2016,SEA,NYY,7,5,8,22,2016-08-22
125,NYY,A,SEA,W,5,1,NA,7.0,N,NA,2016,SEA,NYY,1,5,8,23,2016-08-23
126,NYY,A,SEA,W,5,0,NA,6.0,D,NA,2016,SEA,NYY,0,5,8,24,2016-08-24
127,NYY,H,BAL,W,14,4,NA,5.5,N,NA,2016,NYY,BAL,14,4,8,26,2016-08-26
128,NYY,H,BAL,W,13,5,NA,5.5,D,NA,2016,NYY,BAL,13,5,8,27,2016-08-27
129,NYY,H,BAL,L,0,5,NA,6.5,D,NA,2016,NYY,BAL,0,5,8,28,2016-08-28
130,NYY,A,KCR,L,5,8,NA,7.5,N,NA,2016,KCR,NYY,8,5,8,29,2016-08-29
131,NYY,A,KCR,W,5,4,10,6.5,N,NA,2016,KCR,NYY,4,5,8,30,2016-08-30
132,NYY,A,KCR,W,5,4,13,6.5,N,NA,2016,KCR,NYY,4,5,8,31,2016-08-31
133,NYY,A,BAL,L,0,8,NA,6.5,N,NA,2016,BAL,NYY,8,0,9,2,2016-09-02
134,NYY,A,BAL,L,0,2,NA,6.5,N,NA,2016,BAL,NYY,2,0,9,3,2016-09-03
135,NYY,A,BAL,W,5,2,NA,6.5,D,NA,2016,BAL,NYY,2,5,9,4,2016-09-04
136,NYY,H,TOR,W,5,3,NA,5.5,D,NA,2016,NYY,TOR,5,3,9,5,2016-09-05
137,NYY,H,TOR,W,7,6,NA,4.5,N,NA,2016,NYY,TOR,7,6,9,6,2016-09-06
138,NYY,H,TOR,W,2,0,NA,4.5,N,NA,2016,NYY,TOR,2,0,9,7,2016-09-07
139,NYY,H,TBR,W-wo,5,4,NA,4.0,N,NA,2016,NYY,TBR,5,4,9,8,2016-09-08
140,NYY,H,TBR,W,7,5,NA,4.0,N,NA,2016,NYY,TBR,7,5,9,9,2016-09-09
141,NYY,H,TBR,W,5,1,NA,3.0,D,NA,2016,NYY,TBR,5,1,9,10,2016-09-10
142,NYY,H,TBR,L,2,4,NA,4.0,D,NA,2016,NYY,TBR,2,4,9,11,2016-09-11
143,NYY,H,LAD,L,2,8,NA,5.0,N,NA,2016,NYY,LAD,2,8,9,12,2016-09-12
144,NYY,H,LAD,W,3,0,NA,4.0,N,NA,2016,NYY,LAD,3,0,9,13,2016-09-13
145,NYY,H,LAD,L,0,2,NA,4.0,D,NA,2016,NYY,LAD,0,2,9,14,2016-09-14
146,NYY,A,BOS,L-wo,5,7,NA,5.0,N,NA,2016,BOS,NYY,7,5,9,15,2016-09-15
147,NYY,A,BOS,L,4,7,NA,6.0,N,NA,2016,BOS,NYY,7,4,9,16,2016-09-16
148,NYY,A,BOS,L,5,6,NA,7.0,D,NA,2016,BOS,NYY,6,5,9,17,2016-09-17
149,NYY,A,BOS,L,4,5,NA,8.0,N,NA,2016,BOS,NYY,5,4,9,18,2016-09-18
150,NYY,A,TBR,W,5,3,NA,8.5,N,NA,2016,TBR,NYY,3,5,9,20,2016-09-20
151,NYY,A,TBR,W,11,5,NA,8.5,N,NA,2016,TBR,NYY,5,11,9,21,2016-09-21
152,NYY,A,TBR,L,0,2,NA,9.5,N,NA,2016,TBR,NYY,2,0,9,22,2016-09-22
153,NYY,A,TOR,L,0,9,NA,10.5,N,NA,2016,TOR,NYY,9,0,9,23,2016-09-23
154,NYY,A,TOR,L,0,3,NA,11.5,D,NA,2016,TOR,NYY,3,0,9,24,2016-09-24
155,NYY,A,TOR,L-wo,3,4,NA,12.5,D,NA,2016,TOR,NYY,4,3,9,25,2016-09-25
156,NYY,A,TOR,W,7,5,NA,12.0,N,NA,2016,TOR,NYY,5,7,9,26,2016-09-26
157,NYY,H,BOS,W,6,4,NA,11.0,N,NA,2016,NYY,BOS,6,4,9,27,2016-09-27
158,NYY,H,BOS,W-wo,5,3,NA,10.0,N,NA,2016,NYY,BOS,5,3,9,28,2016-09-28
159,NYY,H,BOS,W,5,1,NA,9.0,N,NA,2016,NYY,BOS,5,1,9,29,2016-09-29
160,NYY,H,BAL,L,1,8,NA,10.0,N,NA,2016,NYY,BAL,1,8,9,30,2016-09-30
161,NYY,H,BAL,W,7,3,NA,9.0,D,NA,2016,NYY,BAL,7,3,10,1,2016-10-01
162,NYY,H,BAL,L,2,5,NA,9.0,D,NA,2016,NYY,BAL,2,5,10,2,2016-10-02
1,MIL,H,SFG,L,3,12,NA,1.0,D,NA,2016,MIL,SFG,3,12,4,4,2016-04-04
2,MIL,H,SFG,L,1,2,NA,2.0,N,NA,2016,MIL,SFG,1,2,4,5,2016-04-05
3,MIL,H,SFG,W,4,3,NA,2.0,D,NA,2016,MIL,SFG,4,3,4,6,2016-04-06
4,MIL,H,HOU,W,6,4,NA,2.0,N,NA,2016,MIL,HOU,6,4,4,8,2016-04-08
5,MIL,H,HOU,L,4,6,NA,2.0,N,NA,2016,MIL,HOU,4,6,4,9,2016-04-09
6,MIL,H,HOU,W,3,2,NA,2.0,D,NA,2016,MIL,HOU,3,2,4,10,2016-04-10
7,MIL,A,STL,L,1,10,NA,3.0,D,NA,2016,STL,MIL,10,1,4,11,2016-04-11
8,MIL,A,STL,W,6,4,NA,3.0,N,NA,2016,STL,MIL,4,6,4,13,2016-04-13
9,MIL,A,STL,L,0,7,NA,4.0,D,NA,2016,STL,MIL,7,0,4,14,2016-04-14
10,MIL,A,PIT,W,8,4,NA,3.0,N,NA,2016,PIT,MIL,4,8,4,15,2016-04-15
11,MIL,A,PIT,L,0,5,NA,4.0,N,NA,2016,PIT,MIL,5,0,4,16,2016-04-16
12,MIL,A,PIT,L,3,9,NA,4.0,D,NA,2016,PIT,MIL,9,3,4,17,2016-04-17
13,MIL,A,MIN,L,4,7,6,5.0,N,NA,2016,MIN,MIL,7,4,4,18,2016-04-18
14,MIL,A,MIN,W,6,5,NA,5.0,D,NA,2016,MIN,MIL,5,6,4,19,2016-04-19
15,MIL,H,MIN,W,10,5,NA,4.0,N,NA,2016,MIL,MIN,10,5,4,20,2016-04-20
16,MIL,H,MIN,L,1,8,NA,5.0,D,NA,2016,MIL,MIN,1,8,4,21,2016-04-21
17,MIL,H,PHI,L,2,5,NA,6.0,N,NA,2016,MIL,PHI,2,5,4,22,2016-04-22
18,MIL,H,PHI,L,6,10,NA,6.0,N,NA,2016,MIL,PHI,6,10,4,23,2016-04-23
19,MIL,H,PHI,W,8,5,NA,6.0,D,NA,2016,MIL,PHI,8,5,4,24,2016-04-24
20,MIL,A,CHC,L,3,4,NA,7.0,N,NA,2016,CHC,MIL,4,3,4,26,2016-04-26
21,MIL,A,CHC,L,2,7,NA,8.0,D,NA,2016,CHC,MIL,7,2,4,28,2016-04-28
22,MIL,H,MIA,L,3,6,NA,9.0,N,NA,2016,MIL,MIA,3,6,4,29,2016-04-29
23,MIL,H,MIA,L,5,7,NA,9.5,N,NA,2016,MIL,MIA,5,7,4,30,2016-04-30
24,MIL,H,MIA,W,14,5,NA,8.5,D,NA,2016,MIL,MIA,14,5,5,1,2016-05-01
25,MIL,H,LAA,W,8,5,NA,8.5,N,NA,2016,MIL,LAA,8,5,5,2,2016-05-02
26,MIL,H,LAA,W,5,4,NA,8.5,N,NA,2016,MIL,LAA,5,4,5,3,2016-05-03
27,MIL,H,LAA,L,3,7,NA,9.5,D,NA,2016,MIL,LAA,3,7,5,4,2016-05-04
28,MIL,A,CIN,L,5,9,NA,10.5,N,NA,2016,CIN,MIL,9,5,5,5,2016-05-05
29,MIL,A,CIN,L,1,5,NA,11.5,N,NA,2016,CIN,MIL,5,1,5,6,2016-05-06
30,MIL,A,CIN,W,13,7,10,11.5,N,NA,2016,CIN,MIL,7,13,5,7,2016-05-07
31,MIL,A,CIN,W,5,4,NA,11.5,D,NA,2016,CIN,MIL,4,5,5,8,2016-05-08
32,MIL,A,MIA,L,1,4,NA,12.0,N,NA,2016,MIA,MIL,4,1,5,9,2016-05-09
33,MIL,A,MIA,W,10,2,NA,12.0,N,NA,2016,MIA,MIL,2,10,5,10,2016-05-10
34,MIL,A,MIA,L,2,3,NA,11.5,N,NA,2016,MIA,MIL,3,2,5,11,2016-05-11
35,MIL,H,SDP,L,0,3,NA,12.0,N,NA,2016,MIL,SDP,0,3,5,12,2016-05-12
36,MIL,H,SDP,W,1,0,NA,12.0,N,NA,2016,MIL,SDP,1,0,5,13,2016-05-13
37,MIL,H,SDP,L,7,8,12,13.0,N,NA,2016,MIL,SDP,7,8,5,14,2016-05-14
38,MIL,H,SDP,W,3,2,NA,12.0,D,NA,2016,MIL,SDP,3,2,5,15,2016-05-15
39,MIL,H,CHC,W,4,2,NA,11.0,N,NA,2016,MIL,CHC,4,2,5,17,2016-05-17
40,MIL,H,CHC,L,1,2,13,12.0,N,NA,2016,MIL,CHC,1,2,5,18,2016-05-18
41,MIL,H,CHC,W,5,3,NA,11.0,D,NA,2016,MIL,CHC,5,3,5,19,2016-05-19
42,MIL,A,NYM,L,2,3,NA,12.0,N,NA,2016,NYM,MIL,3,2,5,20,2016-05-20
43,MIL,A,NYM,L-wo,4,5,NA,12.0,D,NA,2016,NYM,MIL,5,4,5,21,2016-05-21
44,MIL,A,NYM,L,1,3,NA,12.0,D,NA,2016,NYM,MIL,3,1,5,22,2016-05-22
45,MIL,A,ATL,W,2,1,NA,11.5,N,NA,2016,ATL,MIL,1,2,5,24,2016-05-24
46,MIL,A,ATL,W,3,2,13,11.5,N,NA,2016,ATL,MIL,2,3,5,25,2016-05-25
47,MIL,A,ATL,W,6,2,NA,11.0,N,NA,2016,ATL,MIL,2,6,5,26,2016-05-26
48,MIL,H,CIN,W,9,5,NA,11.0,N,NA,2016,MIL,CIN,9,5,5,27,2016-05-27
49,MIL,H,CIN,L,6,7,NA,12.0,D,NA,2016,MIL,CIN,6,7,5,28,2016-05-28
50,MIL,H,CIN,W,5,4,NA,12.0,D,NA,2016,MIL,CIN,5,4,5,29,2016-05-29
51,MIL,H,STL,L,0,6,NA,13.0,D,NA,2016,MIL,STL,0,6,5,30,2016-05-30
52,MIL,H,STL,L,3,10,NA,13.0,N,NA,2016,MIL,STL,3,10,5,31,2016-05-31
53,MIL,H,STL,W,3,1,NA,13.0,D,NA,2016,MIL,STL,3,1,6,1,2016-06-01
54,MIL,A,PHI,W,4,1,NA,13.0,N,NA,2016,PHI,MIL,1,4,6,2,2016-06-02
55,MIL,A,PHI,L,3,6,NA,14.0,N,NA,2016,PHI,MIL,6,3,6,3,2016-06-03
56,MIL,A,PHI,W,6,3,NA,14.0,D,NA,2016,PHI,MIL,3,6,6,4,2016-06-04
57,MIL,A,PHI,L,1,8,NA,14.0,D,NA,2016,PHI,MIL,8,1,6,5,2016-06-05
58,MIL,H,OAK,W,5,4,NA,13.5,N,NA,2016,MIL,OAK,5,4,6,7,2016-06-07
59,MIL,H,OAK,W,4,0,NA,13.5,N,NA,2016,MIL,OAK,4,0,6,8,2016-06-08
60,MIL,H,NYM,L,2,5,NA,14.0,N,NA,2016,MIL,NYM,2,5,6,9,2016-06-09
61,MIL,H,NYM,L,1,2,11,14.0,N,NA,2016,MIL,NYM,1,2,6,10,2016-06-10
62,MIL,H,NYM,W,7,4,NA,14.0,D,NA,2016,MIL,NYM,7,4,6,11,2016-06-11
63,MIL,H,NYM,W,5,3,NA,14.0,D,NA,2016,MIL,NYM,5,3,6,12,2016-06-12
64,MIL,A,SFG,L,5,11,NA,14.0,N,NA,2016,SFG,MIL,11,5,6,13,2016-06-13
65,MIL,A,SFG,L,2,3,NA,15.0,N,NA,2016,SFG,MIL,3,2,6,14,2016-06-14
66,MIL,A,SFG,L,1,10,NA,15.0,D,NA,2016,SFG,MIL,10,1,6,15,2016-06-15
67,MIL,A,LAD,W,8,6,NA,14.5,N,NA,2016,LAD,MIL,6,8,6,16,2016-06-16
68,MIL,A,LAD,L-wo,2,3,10,15.5,N,NA,2016,LAD,MIL,3,2,6,17,2016-06-17
69,MIL,A,LAD,L,6,10,NA,16.5,N,NA,2016,LAD,MIL,10,6,6,18,2016-06-18
70,MIL,A,LAD,L-wo,1,2,NA,17.5,D,NA,2016,LAD,MIL,2,1,6,19,2016-06-19
71,MIL,A,OAK,L,3,5,NA,17.0,N,NA,2016,OAK,MIL,5,3,6,21,2016-06-21
72,MIL,A,OAK,W,4,2,NA,16.0,D,NA,2016,OAK,MIL,2,4,6,22,2016-06-22
73,MIL,H,WSN,W,5,3,NA,15.5,N,NA,2016,MIL,WSN,5,3,6,24,2016-06-24
74,MIL,H,WSN,W,6,5,NA,14.5,D,NA,2016,MIL,WSN,6,5,6,25,2016-06-25
75,MIL,H,WSN,L,2,3,NA,14.5,D,NA,2016,MIL,WSN,2,3,6,26,2016-06-26
76,MIL,H,LAD,L,5,6,NA,16.0,N,NA,2016,MIL,LAD,5,6,6,28,2016-06-28
77,MIL,H,LAD,W,7,0,NA,16.0,N,NA,2016,MIL,LAD,7,0,6,29,2016-06-29
78,MIL,H,LAD,L,1,8,NA,16.0,D,NA,2016,MIL,LAD,1,8,6,30,2016-06-30
79,MIL,A,STL,L,1,7,NA,16.0,N,NA,2016,STL,MIL,7,1,7,1,2016-07-01
80,MIL,A,STL,L,0,3,NA,16.0,D,NA,2016,STL,MIL,3,0,7,2,2016-07-02
81,MIL,A,STL,L,8,9,NA,16.0,D,NA,2016,STL,MIL,9,8,7,3,2016-07-03
82,MIL,A,WSN,W,1,0,NA,16.0,D,NA,2016,WSN,MIL,0,1,7,4,2016-07-04
83,MIL,A,WSN,W,5,2,NA,15.0,N,NA,2016,WSN,MIL,2,5,7,5,2016-07-05
84,MIL,A,WSN,L,4,7,NA,15.0,D,NA,2016,WSN,MIL,7,4,7,6,2016-07-06
85,MIL,H,STL,W-wo,4,3,NA,13.5,N,NA,2016,MIL,STL,4,3,7,8,2016-07-08
86,MIL,H,STL,L,1,8,NA,13.5,D,NA,2016,MIL,STL,1,8,7,9,2016-07-09
87,MIL,H,STL,L,1,5,NA,14.5,D,NA,2016,MIL,STL,1,5,7,10,2016-07-10
88,MIL,A,CIN,L,4,5,NA,15.5,N,NA,2016,CIN,MIL,5,4,7,15,2016-07-15
89,MIL,A,CIN,W,9,1,NA,15.5,N,NA,2016,CIN,MIL,1,9,7,16,2016-07-16
90,MIL,A,CIN,L-wo,0,1,NA,15.5,D,NA,2016,CIN,MIL,1,0,7,17,2016-07-17
91,MIL,A,PIT,L-wo,2,3,NA,16.0,N,NA,2016,PIT,MIL,3,2,7,19,2016-07-19
92,MIL,A,PIT,W,9,5,NA,16.0,N,NA,2016,PIT,MIL,5,9,7,20,2016-07-20
93,MIL,A,PIT,L,3,5,NA,16.5,N,NA,2016,PIT,MIL,5,3,7,21,2016-07-21
94,MIL,H,CHC,L,2,5,NA,17.5,N,NA,2016,MIL,CHC,2,5,7,22,2016-07-22
95,MIL,H,CHC,W,6,1,NA,16.5,N,NA,2016,MIL,CHC,6,1,7,23,2016-07-23
96,MIL,H,CHC,L,5,6,NA,17.5,D,NA,2016,MIL,CHC,5,6,7,24,2016-07-24
97,MIL,H,ARI,W,7,2,NA,16.5,N,NA,2016,MIL,ARI,7,2,7,25,2016-07-25
98,MIL,H,ARI,W,9,4,NA,15.5,N,NA,2016,MIL,ARI,9,4,7,26,2016-07-26
99,MIL,H,ARI,L,1,8,NA,16.5,N,NA,2016,MIL,ARI,1,8,7,27,2016-07-27
100,MIL,H,ARI,W,6,4,NA,16.5,D,NA,2016,MIL,ARI,6,4,7,28,2016-07-28
101,MIL,H,PIT,W,3,1,NA,16.5,N,NA,2016,MIL,PIT,3,1,7,29,2016-07-29
102,MIL,H,PIT,W,5,3,NA,15.5,N,NA,2016,MIL,PIT,5,3,7,30,2016-07-30
103,MIL,H,PIT,W,4,2,NA,15.5,D,NA,2016,MIL,PIT,4,2,7,31,2016-07-31
104,MIL,A,SDP,L,3,7,NA,16.5,N,NA,2016,SDP,MIL,7,3,8,1,2016-08-01
105,MIL,A,SDP,W,3,2,NA,16.5,N,NA,2016,SDP,MIL,2,3,8,2,2016-08-02
106,MIL,A,SDP,L,3,12,NA,17.5,D,NA,2016,SDP,MIL,12,3,8,3,2016-08-03
107,MIL,A,ARI,L-wo,2,3,11,18.5,N,NA,2016,ARI,MIL,3,2,8,5,2016-08-05
108,MIL,A,ARI,W,15,6,NA,18.5,N,NA,2016,ARI,MIL,6,15,8,6,2016-08-06
109,MIL,A,ARI,L,3,9,NA,19.5,D,NA,2016,ARI,MIL,9,3,8,7,2016-08-07
110,MIL,H,ATL,L,3,4,12,20.0,N,NA,2016,MIL,ATL,3,4,8,8,2016-08-08
111,MIL,H,ATL,L,1,2,NA,21.0,N,NA,2016,MIL,ATL,1,2,8,9,2016-08-09
112,MIL,H,ATL,W,4,3,NA,21.0,N,NA,2016,MIL,ATL,4,3,8,10,2016-08-10
113,MIL,H,ATL,W,11,3,NA,21.0,D,NA,2016,MIL,ATL,11,3,8,11,2016-08-11
114,MIL,H,CIN,L,4,7,NA,22.0,N,NA,2016,MIL,CIN,4,7,8,12,2016-08-12
115,MIL,H,CIN,L,5,11,NA,22.0,N,NA,2016,MIL,CIN,5,11,8,13,2016-08-13
116,MIL,H,CIN,W,7,3,NA,21.0,D,NA,2016,MIL,CIN,7,3,8,14,2016-08-14
117,MIL,A,CHC,L,0,4,NA,23.0,D,2016-04-27 (Rain),2016,CHC,MIL,4,0,8,16,2016-08-16
118,MIL,A,CHC,L,1,4,NA,23.0,N,NA,2016,CHC,MIL,4,1,8,16,2016-08-16
119,MIL,A,CHC,L,1,6,NA,24.0,N,NA,2016,CHC,MIL,6,1,8,17,2016-08-17
120,MIL,A,CHC,L,6,9,NA,25.0,D,NA,2016,CHC,MIL,9,6,8,18,2016-08-18
121,MIL,A,SEA,L,6,7,NA,25.0,N,NA,2016,SEA,MIL,7,6,8,19,2016-08-19
122,MIL,A,SEA,L,2,8,NA,26.0,N,NA,2016,SEA,MIL,8,2,8,20,2016-08-20
123,MIL,A,SEA,W,7,6,NA,25.0,D,NA,2016,SEA,MIL,6,7,8,21,2016-08-21
124,MIL,H,COL,W,4,2,NA,25.0,N,NA,2016,MIL,COL,4,2,8,22,2016-08-22
125,MIL,H,COL,W,6,4,NA,25.0,N,NA,2016,MIL,COL,6,4,8,23,2016-08-23
126,MIL,H,COL,W,7,1,NA,25.0,D,NA,2016,MIL,COL,7,1,8,24,2016-08-24
127,MIL,H,PIT,L,2,3,10,25.5,N,NA,2016,MIL,PIT,2,3,8,25,2016-08-25
128,MIL,H,PIT,L,3,5,NA,26.5,N,NA,2016,MIL,PIT,3,5,8,26,2016-08-26
129,MIL,H,PIT,L,6,9,NA,26.5,N,NA,2016,MIL,PIT,6,9,8,27,2016-08-27
130,MIL,H,PIT,L,1,3,NA,26.5,D,NA,2016,MIL,PIT,1,3,8,28,2016-08-28
131,MIL,H,STL,L,5,6,NA,27.5,N,NA,2016,MIL,STL,5,6,8,29,2016-08-29
132,MIL,H,STL,L,1,2,10,28.5,N,NA,2016,MIL,STL,1,2,8,30,2016-08-30
133,MIL,H,STL,W,3,1,NA,28.5,N,NA,2016,MIL,STL,3,1,8,31,2016-08-31
134,MIL,A,PIT,W,1,0,NA,29.0,N,NA,2016,PIT,MIL,0,1,9,2,2016-09-02
135,MIL,A,PIT,W,7,4,NA,28.0,N,NA,2016,PIT,MIL,4,7,9,3,2016-09-03
136,MIL,A,PIT,W,10,0,NA,28.0,D,NA,2016,PIT,MIL,0,10,9,4,2016-09-04
137,MIL,H,CHC,L,2,7,NA,29.0,D,NA,2016,MIL,CHC,2,7,9,5,2016-09-05
138,MIL,H,CHC,W,12,5,NA,28.0,N,NA,2016,MIL,CHC,12,5,9,6,2016-09-06
139,MIL,H,CHC,W,2,1,NA,27.0,N,NA,2016,MIL,CHC,2,1,9,7,2016-09-07
140,MIL,A,STL,W,12,5,NA,26.5,N,NA,2016,STL,MIL,5,12,9,8,2016-09-08
141,MIL,A,STL,L,3,4,NA,27.5,N,NA,2016,STL,MIL,4,3,9,9,2016-09-09
142,MIL,A,STL,L,1,5,NA,27.5,N,NA,2016,STL,MIL,5,1,9,10,2016-09-10
143,MIL,A,STL,W,2,1,NA,27.5,D,NA,2016,STL,MIL,1,2,9,11,2016-09-11
144,MIL,A,CIN,L,0,3,NA,28.5,N,NA,2016,CIN,MIL,3,0,9,12,2016-09-12
145,MIL,A,CIN,L,4,6,NA,28.5,N,NA,2016,CIN,MIL,6,4,9,13,2016-09-13
146,MIL,A,CIN,W,7,0,NA,28.5,N,NA,2016,CIN,MIL,0,7,9,14,2016-09-14
147,MIL,A,CHC,W,5,4,NA,27.5,N,NA,2016,CHC,MIL,4,5,9,15,2016-09-15
148,MIL,A,CHC,L-wo,4,5,10,28.5,D,NA,2016,CHC,MIL,5,4,9,16,2016-09-16
149,MIL,A,CHC,W,11,3,NA,27.5,D,NA,2016,CHC,MIL,3,11,9,17,2016-09-17
150,MIL,A,CHC,W,3,1,NA,26.5,D,NA,2016,CHC,MIL,1,3,9,18,2016-09-18
151,MIL,H,PIT,L,3,6,NA,28.0,N,NA,2016,MIL,PIT,3,6,9,20,2016-09-20
152,MIL,H,PIT,L,1,4,NA,29.0,N,NA,2016,MIL,PIT,1,4,9,21,2016-09-21
153,MIL,H,PIT,W,3,1,NA,28.5,N,NA,2016,MIL,PIT,3,1,9,22,2016-09-22
154,MIL,H,CIN,W,5,4,NA,28.5,N,NA,2016,MIL,CIN,5,4,9,23,2016-09-23
155,MIL,H,CIN,L,1,6,NA,28.5,N,NA,2016,MIL,CIN,1,6,9,24,2016-09-24
156,MIL,H,CIN,L,2,4,NA,29.5,D,NA,2016,MIL,CIN,2,4,9,25,2016-09-25
157,MIL,A,TEX,W,8,3,NA,29.5,N,NA,2016,TEX,MIL,3,8,9,26,2016-09-26
158,MIL,A,TEX,L,4,6,NA,30.5,N,NA,2016,TEX,MIL,6,4,9,27,2016-09-27
159,MIL,A,TEX,L,5,8,NA,30.5,N,NA,2016,TEX,MIL,8,5,9,28,2016-09-28
160,MIL,A,COL,L,1,4,NA,31.5,N,NA,2016,COL,MIL,4,1,9,30,2016-09-30
161,MIL,A,COL,W,4,3,10,30.5,N,NA,2016,COL,MIL,3,4,10,1,2016-10-01
162,MIL,A,COL,W,6,4,10,30.5,D,NA,2016,COL,MIL,4,6,10,2,2016-10-02
1,WSN,A,ATL,W,4,3,10,up 0.5,D,NA,2016,ATL,WSN,3,4,4,4,2016-04-04
2,WSN,A,ATL,W,3,1,NA,up 1.0,N,NA,2016,ATL,WSN,1,3,4,6,2016-04-06
